district,week,year,cases
Batticaloa,16,2022,44
Colombo,16,2022,142
Galle,16,2022,64
Gampaha,16,2022,72
Hambantota,16,2022,30
Jaffna,16,2022,48
Kalmunai,16,2022,0
Kalutara,16,2022,0
Kandy,16,2022,33
Kegalle,16,2022,49
Kilinochchi,16,2022,2
Kurunegala,16,2022,12
Mannar,16,2022,0
Matale,16,2022,8
Matara,16,2022,17
Monaragala,16,2022,0
Mullaitivu,16,2022,1
Nuwara Eliya,16,2022,2
Polonnaruwa,16,2022,1
Puttalam,16,2022,0
Ratnapura,16,2022,62
Trincomalee,16,2022,43
Vavuniya,16,2022,1
Ampara,17,2022,7
Anuradhapura,17,2022,7
Badulla,17,2022,11
Batticaloa,17,2022,25
Colombo,17,2022,203
Galle,17,2022,62
Gampaha,17,2022,100
Hambantota,17,2022,22
Jaffna,17,2022,77
Kalmunai,17,2022,0
Kalutara,17,2022,0
Kandy,17,2022,44
Kegalle,17,2022,21
Kilinochchi,17,2022,1
Kurunegala,17,2022,12
Mannar,17,2022,4
Matale,17,2022,10
Matara,17,2022,45
Monaragala,17,2022,0
Mullaitivu,17,2022,0
Nuwara Eliya,17,2022,1
Polonnaruwa,17,2022,4
Puttalam,17,2022,0
Ratnapura,17,2022,50
Trincomalee,17,2022,36
Vavuniya,17,2022,0
Ampara,18,2022,1
Anuradhapura,18,2022,5
Badulla,18,2022,8
Batticaloa,18,2022,41
Colombo,18,2022,207
Galle,18,2022,112
Gampaha,18,2022,103
Hambantota,18,2022,25
Jaffna,18,2022,88
Kalmunai,18,2022,0
Kalutara,18,2022,0
Kandy,18,2022,75
Kegalle,18,2022,34
Kilinochchi,18,2022,4
Kurunegala,18,2022,27
Mannar,18,2022,3
Matale,18,2022,6
Matara,18,2022,38
Monaragala,18,2022,0
Mullaitivu,18,2022,2
Nuwara Eliya,18,2022,0
Polonnaruwa,18,2022,0
Puttalam,18,2022,0
Ratnapura,18,2022,54
Trincomalee,18,2022,92
Vavuniya,18,2022,0
Ampara,19,2022,2
Anuradhapura,19,2022,9
Badulla,19,2022,6
Batticaloa,19,2022,46
Colombo,19,2022,248
Galle,19,2022,76
Gampaha,19,2022,132
Hambantota,19,2022,31
Jaffna,19,2022,81
Kalmunai,19,2022,0
Kalutara,19,2022,0
Kandy,19,2022,76
Kegalle,19,2022,62
Kilinochchi,19,2022,2
Kurunegala,19,2022,33
Mannar,19,2022,0
Matale,19,2022,15
Matara,19,2022,38
Monaragala,19,2022,0
Mullaitivu,19,2022,0
Nuwara Eliya,19,2022,2
Polonnaruwa,19,2022,5
Puttalam,19,2022,0
Ratnapura,19,2022,48
Trincomalee,19,2022,70
Vavuniya,19,2022,1
Ampara,20,2022,0
Anuradhapura,20,2022,6
Badulla,20,2022,10
Batticaloa,20,2022,84
Colombo,20,2022,295
Galle,20,2022,107
Gampaha,20,2022,116
Hambantota,20,2022,22
Jaffna,20,2022,72
Kalmunai,20,2022,0
Kalutara,20,2022,0
Kandy,20,2022,84
Kegalle,20,2022,24
Kilinochchi,20,2022,4
Kurunegala,20,2022,22
Mannar,20,2022,0
Matale,20,2022,8
Matara,20,2022,45
Monaragala,20,2022,0
Mullaitivu,20,2022,0
Nuwara Eliya,20,2022,10
Polonnaruwa,20,2022,2
Puttalam,20,2022,0
Ratnapura,20,2022,60
Trincomalee,20,2022,90
Vavuniya,20,2022,0
Ampara,21,2022,7
Anuradhapura,21,2022,12
Badulla,21,2022,16
Batticaloa,21,2022,51
Colombo,21,2022,409
Galle,21,2022,94
Gampaha,21,2022,171
Hambantota,21,2022,14
Jaffna,21,2022,97
Kalmunai,21,2022,0
Kalutara,21,2022,0
Kandy,21,2022,113
Kegalle,21,2022,49
Kilinochchi,21,2022,5
Kurunegala,21,2022,50
Mannar,21,2022,2
Matale,21,2022,13
Matara,21,2022,33
Monaragala,21,2022,0
Mullaitivu,21,2022,0
Nuwara Eliya,21,2022,3
Polonnaruwa,21,2022,8
Puttalam,21,2022,0
Ratnapura,21,2022,119
Trincomalee,21,2022,34
Vavuniya,21,2022,0
Ampara,22,2022,4
Anuradhapura,22,2022,15
Badulla,22,2022,18
Batticaloa,22,2022,47
Colombo,22,2022,548
Galle,22,2022,75
Gampaha,22,2022,188
Hambantota,22,2022,82
Jaffna,22,2022,74
Kalmunai,22,2022,0
Kalutara,22,2022,0
Kandy,22,2022,110
Kegalle,22,2022,33
Kilinochchi,22,2022,4
Kurunegala,22,2022,37
Mannar,22,2022,3
Matale,22,2022,23
Matara,22,2022,38
Monaragala,22,2022,0
Mullaitivu,22,2022,1
Nuwara Eliya,22,2022,3
Polonnaruwa,22,2022,13
Puttalam,22,2022,0
Ratnapura,22,2022,63
Trincomalee,22,2022,20
Vavuniya,22,2022,1
Ampara,23,2022,2
Anuradhapura,23,2022,5
Badulla,23,2022,19
Batticaloa,23,2022,33
Colombo,23,2022,593
Galle,23,2022,157
Gampaha,23,2022,260
Hambantota,23,2022,38
Jaffna,23,2022,102
Kalmunai,23,2022,0
Kalutara,23,2022,0
Kandy,23,2022,152
Kegalle,23,2022,95
Kilinochchi,23,2022,2
Kurunegala,23,2022,45
Mannar,23,2022,2
Matale,23,2022,30
Matara,23,2022,47
Monaragala,23,2022,0
Mullaitivu,23,2022,1
Nuwara Eliya,23,2022,4
Polonnaruwa,23,2022,10
Puttalam,23,2022,0
Ratnapura,23,2022,94
Trincomalee,23,2022,52
Vavuniya,23,2022,1
Ampara,24,2022,8
Anuradhapura,24,2022,13
Badulla,24,2022,44
Batticaloa,24,2022,29
Colombo,24,2022,642
Galle,24,2022,147
Gampaha,24,2022,332
Hambantota,24,2022,42
Jaffna,24,2022,107
Kalmunai,24,2022,0
Kalutara,24,2022,0
Kandy,24,2022,175
Kegalle,24,2022,118
Kilinochchi,24,2022,6
Kurunegala,24,2022,66
Mannar,24,2022,7
Matale,24,2022,45
Matara,24,2022,52
Monaragala,24,2022,0
Mullaitivu,24,2022,0
Nuwara Eliya,24,2022,8
Polonnaruwa,24,2022,12
Puttalam,24,2022,0
Ratnapura,24,2022,97
Trincomalee,24,2022,37
Vavuniya,24,2022,4
Ampara,25,2022,5
Anuradhapura,25,2022,18
Badulla,25,2022,42
Batticaloa,25,2022,28
Colombo,25,2022,851
Galle,25,2022,153
Gampaha,25,2022,382
Hambantota,25,2022,44
Jaffna,25,2022,85
Kalmunai,25,2022,0
Kalutara,25,2022,0
Kandy,25,2022,297
Kegalle,25,2022,49
Kilinochchi,25,2022,3
Kurunegala,25,2022,116
Mannar,25,2022,1
Matale,25,2022,84
Matara,25,2022,55
Monaragala,25,2022,0
Mullaitivu,25,2022,0
Nuwara Eliya,25,2022,4
Polonnaruwa,25,2022,10
Puttalam,25,2022,0
Ratnapura,25,2022,113
Trincomalee,25,2022,9
Vavuniya,25,2022,1
Ampara,26,2022,7
Anuradhapura,26,2022,29
Badulla,26,2022,37
Batticaloa,26,2022,27
Colombo,26,2022,831
Galle,26,2022,134
Gampaha,26,2022,433
Hambantota,26,2022,72
Jaffna,26,2022,58
Kalmunai,26,2022,0
Kalutara,26,2022,0
Kandy,26,2022,294
Kegalle,26,2022,116
Kilinochchi,26,2022,5
Kurunegala,26,2022,94
Mannar,26,2022,5
Matale,26,2022,59
Matara,26,2022,65
Monaragala,26,2022,0
Mullaitivu,26,2022,1
Nuwara Eliya,26,2022,6
Polonnaruwa,26,2022,16
Puttalam,26,2022,0
Ratnapura,26,2022,130
Trincomalee,26,2022,37
Vavuniya,26,2022,1
Ampara,27,2022,9
Anuradhapura,27,2022,19
Badulla,27,2022,36
Batticaloa,27,2022,32
Colombo,27,2022,1002
Galle,27,2022,160
Gampaha,27,2022,517
Hambantota,27,2022,82
Jaffna,27,2022,52
Kalmunai,27,2022,0
Kalutara,27,2022,0
Kandy,27,2022,332
Kegalle,27,2022,154
Kilinochchi,27,2022,4
Kurunegala,27,2022,78
Mannar,27,2022,2
Matale,27,2022,54
Matara,27,2022,78
Monaragala,27,2022,0
Mullaitivu,27,2022,2
Nuwara Eliya,27,2022,11
Polonnaruwa,27,2022,21
Puttalam,27,2022,0
Ratnapura,27,2022,153
Trincomalee,27,2022,8
Vavuniya,27,2022,6
Ampara,28,2022,6
Anuradhapura,28,2022,3
Badulla,28,2022,28
Batticaloa,28,2022,22
Colombo,28,2022,777
Galle,28,2022,135
Gampaha,28,2022,385
Hambantota,28,2022,69
Jaffna,28,2022,59
Kalmunai,28,2022,0
Kalutara,28,2022,0
Kandy,28,2022,314
Kegalle,28,2022,125
Kilinochchi,28,2022,2
Kurunegala,28,2022,91
Mannar,28,2022,1
Matale,28,2022,49
Matara,28,2022,80
Monaragala,28,2022,0
Mullaitivu,28,2022,0
Nuwara Eliya,28,2022,9
Polonnaruwa,28,2022,15
Puttalam,28,2022,0
Ratnapura,28,2022,132
Trincomalee,28,2022,14
Vavuniya,28,2022,1
Ampara,29,2022,3
Anuradhapura,29,2022,18
Badulla,29,2022,21
Batticaloa,29,2022,26
Colombo,29,2022,816
Galle,29,2022,146
Gampaha,29,2022,347
Hambantota,29,2022,64
Jaffna,29,2022,44
Kalmunai,29,2022,0
Kalutara,29,2022,0
Kandy,29,2022,325
Kegalle,29,2022,142
Kilinochchi,29,2022,0
Kurunegala,29,2022,90
Mannar,29,2022,1
Matale,29,2022,34
Matara,29,2022,49
Monaragala,29,2022,0
Mullaitivu,29,2022,0
Nuwara Eliya,29,2022,5
Polonnaruwa,29,2022,10
Puttalam,29,2022,0
Ratnapura,29,2022,132
Trincomalee,29,2022,11
Vavuniya,29,2022,4
Ampara,30,2022,5
Anuradhapura,30,2022,15
Badulla,30,2022,25
Batticaloa,30,2022,12
Colombo,30,2022,668
Galle,30,2022,147
Gampaha,30,2022,498
Hambantota,30,2022,69
Jaffna,30,2022,34
Kalmunai,30,2022,0
Kalutara,30,2022,0
Kandy,30,2022,265
Kegalle,30,2022,114
Kilinochchi,30,2022,2
Kurunegala,30,2022,69
Mannar,30,2022,0
Matale,30,2022,48
Matara,30,2022,37
Monaragala,30,2022,0
Mullaitivu,30,2022,0
Nuwara Eliya,30,2022,8
Polonnaruwa,30,2022,9
Puttalam,30,2022,0
Ratnapura,30,2022,150
Trincomalee,30,2022,6
Vavuniya,30,2022,1
Ampara,31,2022,6
Anuradhapura,31,2022,22
Badulla,31,2022,20
Batticaloa,31,2022,8
Colombo,31,2022,483
Galle,31,2022,91
Gampaha,31,2022,434
Hambantota,31,2022,78
Jaffna,31,2022,45
Kalmunai,31,2022,0
Kalutara,31,2022,0
Kandy,31,2022,277
Kegalle,31,2022,167
Kilinochchi,31,2022,0
Kurunegala,31,2022,60
Mannar,31,2022,0
Matale,31,2022,34
Matara,31,2022,43
Monaragala,31,2022,0
Mullaitivu,31,2022,1
Nuwara Eliya,31,2022,4
Polonnaruwa,31,2022,12
Puttalam,31,2022,0
Ratnapura,31,2022,144
Trincomalee,31,2022,5
Vavuniya,31,2022,0
Ampara,32,2022,2
Anuradhapura,32,2022,6
Badulla,32,2022,16
Batticaloa,32,2022,13
Colombo,32,2022,421
Galle,32,2022,103
Gampaha,32,2022,423
Hambantota,32,2022,64
Jaffna,32,2022,35
Kalmunai,32,2022,0
Kalutara,32,2022,0
Kandy,32,2022,207
Kegalle,32,2022,119
Kilinochchi,32,2022,0
Kurunegala,32,2022,49
Mannar,32,2022,2
Matale,32,2022,29
Matara,32,2022,65
Monaragala,32,2022,0
Mullaitivu,32,2022,1
Nuwara Eliya,32,2022,2
Polonnaruwa,32,2022,8
Puttalam,32,2022,0
Ratnapura,32,2022,92
Trincomalee,32,2022,5
Vavuniya,32,2022,2
Ampara,33,2022,3
Anuradhapura,33,2022,6
Badulla,33,2022,20
Batticaloa,33,2022,17
Colombo,33,2022,313
Galle,33,2022,50
Gampaha,33,2022,370
Hambantota,33,2022,21
Jaffna,33,2022,25
Kalmunai,33,2022,0
Kalutara,33,2022,0
Kandy,33,2022,189
Kegalle,33,2022,112
Kilinochchi,33,2022,1
Kurunegala,33,2022,49
Mannar,33,2022,1
Matale,33,2022,29
Matara,33,2022,47
Monaragala,33,2022,0
Mullaitivu,33,2022,2
Nuwara Eliya,33,2022,3
Polonnaruwa,33,2022,8
Puttalam,33,2022,0
Ratnapura,33,2022,116
Trincomalee,33,2022,4
Vavuniya,33,2022,1
Ampara,34,2022,3
Anuradhapura,34,2022,10
Badulla,34,2022,15
Batticaloa,34,2022,8
Colombo,34,2022,302
Galle,34,2022,59
Gampaha,34,2022,266
Hambantota,34,2022,46
Jaffna,34,2022,42
Kalmunai,34,2022,0
Kalutara,34,2022,0
Kandy,34,2022,243
Kegalle,34,2022,80
Kilinochchi,34,2022,8
Kurunegala,34,2022,33
Mannar,34,2022,1
Matale,34,2022,49
Matara,34,2022,46
Monaragala,34,2022,0
Mullaitivu,34,2022,0
Nuwara Eliya,34,2022,5
Polonnaruwa,34,2022,5
Puttalam,34,2022,0
Ratnapura,34,2022,87
Trincomalee,34,2022,1
Vavuniya,34,2022,2
Ampara,35,2022,0
Anuradhapura,35,2022,5
Badulla,35,2022,13
Batticaloa,35,2022,11
Colombo,35,2022,236
Galle,35,2022,60
Gampaha,35,2022,280
Hambantota,35,2022,30
Jaffna,35,2022,41
Kalmunai,35,2022,0
Kalutara,35,2022,0
Kandy,35,2022,206
Kegalle,35,2022,94
Kilinochchi,35,2022,1
Kurunegala,35,2022,31
Mannar,35,2022,0
Matale,35,2022,40
Matara,35,2022,30
Monaragala,35,2022,0
Mullaitivu,35,2022,0
Nuwara Eliya,35,2022,3
Polonnaruwa,35,2022,6
Puttalam,35,2022,0
Ratnapura,35,2022,56
Trincomalee,35,2022,6
Vavuniya,35,2022,2
Ampara,36,2022,0
Anuradhapura,36,2022,6
Badulla,36,2022,15
Batticaloa,36,2022,2
Colombo,36,2022,220
Galle,36,2022,60
Gampaha,36,2022,260
Hambantota,36,2022,20
Jaffna,36,2022,27
Kalmunai,36,2022,0
Kalutara,36,2022,0
Kandy,36,2022,169
Kegalle,36,2022,87
Kilinochchi,36,2022,2
Kurunegala,36,2022,32
Mannar,36,2022,0
Matale,36,2022,12
Matara,36,2022,44
Monaragala,36,2022,0
Mullaitivu,36,2022,1
Nuwara Eliya,36,2022,4
Polonnaruwa,36,2022,5
Puttalam,36,2022,0
Ratnapura,36,2022,50
Trincomalee,36,2022,6
Vavuniya,36,2022,1
Ampara,37,2022,2
Anuradhapura,37,2022,4
Badulla,37,2022,19
Batticaloa,37,2022,9
Colombo,37,2022,151
Galle,37,2022,42
Gampaha,37,2022,255
Hambantota,37,2022,26
Jaffna,37,2022,37
Kalmunai,37,2022,0
Kalutara,37,2022,0
Kandy,37,2022,117
Kegalle,37,2022,62
Kilinochchi,37,2022,1
Kurunegala,37,2022,29
Mannar,37,2022,0
Matale,37,2022,22
Matara,37,2022,25
Monaragala,37,2022,0
Mullaitivu,37,2022,0
Nuwara Eliya,37,2022,1
Polonnaruwa,37,2022,8
Puttalam,37,2022,0
Ratnapura,37,2022,49
Trincomalee,37,2022,1
Vavuniya,37,2022,0
Ampara,38,2022,1
Anuradhapura,38,2022,2
Badulla,38,2022,16
Batticaloa,38,2022,15
Colombo,38,2022,150
Galle,38,2022,26
Gampaha,38,2022,257
Hambantota,38,2022,11
Jaffna,38,2022,39
Kalmunai,38,2022,0
Kalutara,38,2022,0
Kandy,38,2022,137
Kegalle,38,2022,57
Kilinochchi,38,2022,3
Kurunegala,38,2022,13
Mannar,38,2022,1
Matale,38,2022,23
Matara,38,2022,26
Monaragala,38,2022,0
Mullaitivu,38,2022,1
Nuwara Eliya,38,2022,1
Polonnaruwa,38,2022,4
Puttalam,38,2022,0
Ratnapura,38,2022,53
Trincomalee,38,2022,2
Vavuniya,38,2022,0
Ampara,39,2022,2
Anuradhapura,39,2022,2
Badulla,39,2022,19
Batticaloa,39,2022,13
Colombo,39,2022,138
Galle,39,2022,48
Gampaha,39,2022,232
Hambantota,39,2022,13
Jaffna,39,2022,54
Kalmunai,39,2022,0
Kalutara,39,2022,0
Kandy,39,2022,117
Kegalle,39,2022,69
Kilinochchi,39,2022,2
Kurunegala,39,2022,19
Mannar,39,2022,0
Matale,39,2022,34
Matara,39,2022,18
Monaragala,39,2022,0
Mullaitivu,39,2022,1
Nuwara Eliya,39,2022,1
Polonnaruwa,39,2022,11
Puttalam,39,2022,0
Ratnapura,39,2022,52
Trincomalee,39,2022,4
Vavuniya,39,2022,1
Ampara,40,2022,0
Anuradhapura,40,2022,7
Badulla,40,2022,16
Batticaloa,40,2022,8
Colombo,40,2022,217
Galle,40,2022,33
Gampaha,40,2022,279
Hambantota,40,2022,11
Jaffna,40,2022,42
Kalmunai,40,2022,0
Kalutara,40,2022,0
Kandy,40,2022,151
Kegalle,40,2022,59
Kilinochchi,40,2022,0
Kurunegala,40,2022,37
Mannar,40,2022,0
Matale,40,2022,37
Matara,40,2022,22
Monaragala,40,2022,0
Mullaitivu,40,2022,0
Nuwara Eliya,40,2022,1
Polonnaruwa,40,2022,11
Puttalam,40,2022,0
Ratnapura,40,2022,59
Trincomalee,40,2022,7
Vavuniya,40,2022,2
Ampara,41,2022,1
Anuradhapura,41,2022,9
Badulla,41,2022,25
Batticaloa,41,2022,11
Colombo,41,2022,216
Galle,41,2022,53
Gampaha,41,2022,277
Hambantota,41,2022,13
Jaffna,41,2022,49
Kalmunai,41,2022,0
Kalutara,41,2022,0
Kandy,41,2022,121
Kegalle,41,2022,44
Kilinochchi,41,2022,1
Kurunegala,41,2022,26
Mannar,41,2022,0
Matale,41,2022,31
Matara,41,2022,28
Monaragala,41,2022,0
Mullaitivu,41,2022,0
Nuwara Eliya,41,2022,2
Polonnaruwa,41,2022,6
Puttalam,41,2022,0
Ratnapura,41,2022,45
Trincomalee,41,2022,5
Vavuniya,41,2022,3
Ampara,42,2022,3
Anuradhapura,42,2022,4
Badulla,42,2022,28
Batticaloa,42,2022,19
Colombo,42,2022,240
Galle,42,2022,36
Gampaha,42,2022,259
Hambantota,42,2022,15
Jaffna,42,2022,44
Kalmunai,42,2022,0
Kalutara,42,2022,0
Kandy,42,2022,120
Kegalle,42,2022,42
Kilinochchi,42,2022,3
Kurunegala,42,2022,35
Mannar,42,2022,13
Matale,42,2022,25
Matara,42,2022,24
Monaragala,42,2022,0
Mullaitivu,42,2022,0
Nuwara Eliya,42,2022,8
Polonnaruwa,42,2022,3
Puttalam,42,2022,0
Ratnapura,42,2022,53
Trincomalee,42,2022,8
Vavuniya,42,2022,0
Ampara,43,2022,1
Anuradhapura,43,2022,11
Badulla,43,2022,13
Batticaloa,43,2022,29
Colombo,43,2022,171
Galle,43,2022,39
Gampaha,43,2022,232
Hambantota,43,2022,11
Jaffna,43,2022,52
Kalmunai,43,2022,0
Kalutara,43,2022,0
Kandy,43,2022,97
Kegalle,43,2022,46
Kilinochchi,43,2022,2
Kurunegala,43,2022,22
Mannar,43,2022,4
Matale,43,2022,18
Matara,43,2022,29
Monaragala,43,2022,0
Mullaitivu,43,2022,0
Nuwara Eliya,43,2022,4
Polonnaruwa,43,2022,10
Puttalam,43,2022,0
Ratnapura,43,2022,38
Trincomalee,43,2022,1
Vavuniya,43,2022,1
Ampara,44,2022,1
Anuradhapura,44,2022,5
Badulla,44,2022,39
Batticaloa,44,2022,13
Colombo,44,2022,143
Galle,44,2022,40
Gampaha,44,2022,183
Hambantota,44,2022,14
Jaffna,44,2022,52
Kalmunai,44,2022,0
Kalutara,44,2022,0
Kandy,44,2022,99
Kegalle,44,2022,56
Kilinochchi,44,2022,1
Kurunegala,44,2022,32
Mannar,44,2022,6
Matale,44,2022,37
Matara,44,2022,21
Monaragala,44,2022,0
Mullaitivu,44,2022,2
Nuwara Eliya,44,2022,2
Polonnaruwa,44,2022,6
Puttalam,44,2022,0
Ratnapura,44,2022,31
Trincomalee,44,2022,6
Vavuniya,44,2022,1
Ampara,45,2022,4
Anuradhapura,45,2022,12
Badulla,45,2022,34
Batticaloa,45,2022,20
Colombo,45,2022,190
Galle,45,2022,37
Gampaha,45,2022,237
Hambantota,45,2022,13
Jaffna,45,2022,65
Kalmunai,45,2022,0
Kalutara,45,2022,0
Kandy,45,2022,123
Kegalle,45,2022,43
Kilinochchi,45,2022,0
Kurunegala,45,2022,26
Mannar,45,2022,5
Matale,45,2022,26
Matara,45,2022,24
Monaragala,45,2022,0
Mullaitivu,45,2022,0
Nuwara Eliya,45,2022,5
Polonnaruwa,45,2022,5
Puttalam,45,2022,0
Ratnapura,45,2022,44
Trincomalee,45,2022,17
Vavuniya,45,2022,1
Ampara,46,2022,2
Anuradhapura,46,2022,12
Badulla,46,2022,51
Batticaloa,46,2022,20
Colombo,46,2022,172
Galle,46,2022,47
Gampaha,46,2022,218
Hambantota,46,2022,15
Jaffna,46,2022,38
Kalmunai,46,2022,0
Kalutara,46,2022,0
Kandy,46,2022,111
Kegalle,46,2022,44
Kilinochchi,46,2022,2
Kurunegala,46,2022,17
Mannar,46,2022,14
Matale,46,2022,24
Matara,46,2022,15
Monaragala,46,2022,0
Mullaitivu,46,2022,0
Nuwara Eliya,46,2022,4
Polonnaruwa,46,2022,6
Puttalam,46,2022,0
Ratnapura,46,2022,45
Trincomalee,46,2022,4
Vavuniya,46,2022,2
Ampara,47,2022,2
Anuradhapura,47,2022,4
Badulla,47,2022,58
Batticaloa,47,2022,23
Colombo,47,2022,187
Galle,47,2022,39
Gampaha,47,2022,327
Hambantota,47,2022,18
Jaffna,47,2022,78
Kalmunai,47,2022,0
Kalutara,47,2022,0
Kandy,47,2022,108
Kegalle,47,2022,48
Kilinochchi,47,2022,2
Kurunegala,47,2022,41
Mannar,47,2022,12
Matale,47,2022,33
Matara,47,2022,13
Monaragala,47,2022,0
Mullaitivu,47,2022,1
Nuwara Eliya,47,2022,4
Polonnaruwa,47,2022,5
Puttalam,47,2022,0
Ratnapura,47,2022,69
Trincomalee,47,2022,5
Vavuniya,47,2022,4
Ampara,48,2022,7
Anuradhapura,48,2022,9
Badulla,48,2022,53
Batticaloa,48,2022,17
Colombo,48,2022,238
Galle,48,2022,44
Gampaha,48,2022,306
Hambantota,48,2022,9
Jaffna,48,2022,97
Kalmunai,48,2022,0
Kalutara,48,2022,0
Kandy,48,2022,119
Kegalle,48,2022,40
Kilinochchi,48,2022,1
Kurunegala,48,2022,25
Mannar,48,2022,13
Matale,48,2022,41
Matara,48,2022,22
Monaragala,48,2022,0
Mullaitivu,48,2022,0
Nuwara Eliya,48,2022,3
Polonnaruwa,48,2022,5
Puttalam,48,2022,0
Ratnapura,48,2022,42
Trincomalee,48,2022,5
Vavuniya,48,2022,0
Ampara,49,2022,6
Anuradhapura,49,2022,4
Badulla,49,2022,54
Batticaloa,49,2022,14
Colombo,49,2022,272
Galle,49,2022,32
Gampaha,49,2022,390
Hambantota,49,2022,21
Jaffna,49,2022,112
Kalmunai,49,2022,0
Kalutara,49,2022,0
Kandy,49,2022,97
Kegalle,49,2022,47
Kilinochchi,49,2022,1
Kurunegala,49,2022,50
Mannar,49,2022,11
Matale,49,2022,29
Matara,49,2022,14
Monaragala,49,2022,0
Mullaitivu,49,2022,1
Nuwara Eliya,49,2022,6
Polonnaruwa,49,2022,6
Puttalam,49,2022,0
Ratnapura,49,2022,40
Trincomalee,49,2022,24
Vavuniya,49,2022,0
Ampara,50,2022,1
Anuradhapura,50,2022,14
Badulla,50,2022,52
Batticaloa,50,2022,24
Colombo,50,2022,328
Galle,50,2022,39
Gampaha,50,2022,409
Hambantota,50,2022,13
Jaffna,50,2022,148
Kalmunai,50,2022,0
Kalutara,50,2022,0
Kandy,50,2022,86
Kegalle,50,2022,65
Kilinochchi,50,2022,1
Kurunegala,50,2022,50
Mannar,50,2022,4
Matale,50,2022,19
Matara,50,2022,27
Monaragala,50,2022,0
Mullaitivu,50,2022,3
Nuwara Eliya,50,2022,4
Polonnaruwa,50,2022,10
Puttalam,50,2022,0
Ratnapura,50,2022,52
Trincomalee,50,2022,16
Vavuniya,50,2022,1
Ampara,51,2022,4
Anuradhapura,51,2022,6
Badulla,51,2022,44
Batticaloa,51,2022,15
Colombo,51,2022,387
Galle,51,2022,56
Gampaha,51,2022,412
Hambantota,51,2022,14
Jaffna,51,2022,145
Kalmunai,51,2022,0
Kalutara,51,2022,0
Kandy,51,2022,88
Kegalle,51,2022,61
Kilinochchi,51,2022,7
Kurunegala,51,2022,78
Mannar,51,2022,20
Matale,51,2022,31
Matara,51,2022,20
Monaragala,51,2022,0
Mullaitivu,51,2022,1
Nuwara Eliya,51,2022,5
Polonnaruwa,51,2022,9
Puttalam,51,2022,0
Ratnapura,51,2022,57
Trincomalee,51,2022,10
Vavuniya,51,2022,8
Ampara,52,2022,3
Anuradhapura,52,2022,10
Badulla,52,2022,37
Batticaloa,52,2022,25
Colombo,52,2022,365
Galle,52,2022,26
Gampaha,52,2022,370
Hambantota,52,2022,12
Jaffna,52,2022,101
Kalmunai,52,2022,0
Kalutara,52,2022,0
Kandy,52,2022,101
Kegalle,52,2022,56
Kilinochchi,52,2022,1
Kurunegala,52,2022,54
Mannar,52,2022,0
Matale,52,2022,27
Matara,52,2022,30
Monaragala,52,2022,0
Mullaitivu,52,2022,3
Nuwara Eliya,52,2022,6
Polonnaruwa,52,2022,7
Puttalam,52,2022,0
Ratnapura,52,2022,30
Trincomalee,52,2022,29
Vavuniya,52,2022,2
Ampara,1,2023,0
Anuradhapura,1,2023,3
Badulla,1,2023,10
Batticaloa,1,2023,3
Colombo,1,2023,25
Galle,1,2023,1
Gampaha,1,2023,24
Hambantota,1,2023,2
Jaffna,1,2023,25
Kalmunai,1,2023,0
Kalutara,1,2023,0
Kandy,1,2023,8
Kegalle,1,2023,2
Kilinochchi,1,2023,0
Kurunegala,1,2023,9
Mannar,1,2023,0
Matale,1,2023,7
Matara,1,2023,4
Monaragala,1,2023,0
Mullaitivu,1,2023,0
Nuwara Eliya,1,2023,1
Polonnaruwa,1,2023,2
Puttalam,1,2023,0
Ratnapura,1,2023,1
Trincomalee,1,2023,11
Vavuniya,1,2023,0
Ampara,2,2023,3
Anuradhapura,2,2023,13
Badulla,2,2023,45
Batticaloa,2,2023,36
Colombo,2,2023,433
Galle,2,2023,43
Gampaha,2,2023,440
Hambantota,2,2023,10
Jaffna,2,2023,128
Kalmunai,2,2023,0
Kalutara,2,2023,0
Kandy,2,2023,100
Kegalle,2,2023,71
Kilinochchi,2,2023,4
Kurunegala,2,2023,56
Mannar,2,2023,0
Matale,2,2023,39
Matara,2,2023,33
Monaragala,2,2023,0
Mullaitivu,2,2023,32
Nuwara Eliya,2,2023,1
Polonnaruwa,2,2023,27
Puttalam,2,2023,0
Ratnapura,2,2023,66
Trincomalee,2,2023,16
Vavuniya,2,2023,3
Ampara,3,2023,3
Anuradhapura,3,2023,13
Badulla,3,2023,31
Batticaloa,3,2023,28
Colombo,3,2023,452
Galle,3,2023,65
Gampaha,3,2023,417
Hambantota,3,2023,14
Jaffna,3,2023,103
Kalmunai,3,2023,0
Kalutara,3,2023,0
Kandy,3,2023,86
Kegalle,3,2023,64
Kilinochchi,3,2023,3
Kurunegala,3,2023,73
Mannar,3,2023,17
Matale,3,2023,27
Matara,3,2023,28
Monaragala,3,2023,0
Mullaitivu,3,2023,2
Nuwara Eliya,3,2023,2
Polonnaruwa,3,2023,13
Puttalam,3,2023,0
Ratnapura,3,2023,55
Trincomalee,3,2023,31
Vavuniya,3,2023,1
Ampara,4,2023,3
Anuradhapura,4,2023,17
Badulla,4,2023,30
Batticaloa,4,2023,52
Colombo,4,2023,395
Galle,4,2023,47
Gampaha,4,2023,434
Hambantota,4,2023,24
Jaffna,4,2023,85
Kalmunai,4,2023,0
Kalutara,4,2023,0
Kandy,4,2023,66
Kegalle,4,2023,76
Kilinochchi,4,2023,4
