year,week,district,avg_temp,humidity,precipitation,wind_speed
2020,47,Mannar,27.17,81.84,52.97,25.71
2020,47,Matale,24.27,88.5,37.33,9.81
2020,47,Matara,25.69,86.84,66.38,28.83
2020,47,Monaragala,22.91,87.9,66.6,11.76
2020,47,Mullaitivu,26.59,85.37,48.7,19.17
2020,47,Nuwara Eliya,18.64,89.74,62.07,12.01
2020,47,Polonnaruwa,25.8,88.56,38.69,12.4
2020,47,Puttalam,26.7,84.87,72.99,17.59
2020,47,Ratnapura,24.64,85.1,98.87,20.59
2020,47,Trincomalee,26.4,86.4,62.4,19.63
2020,47,Vavuniya,25.93,88.53,52.53,13.26
2020,48,Ampara,26.99,82.61,21.15,12.23
2020,48,Anuradhapura,26.29,84.86,16.52,14.1
2020,48,Badulla,22,84.41,67.91,10.16
2020,48,Batticaloa,27.24,83.26,4.7,21.6
2020,48,Colombo,27.67,79.76,15.21,18.13
2020,48,Galle,26.66,81.41,9.72,41.76
2020,48,Gampaha,27.59,80.46,14.48,16.04
2020,48,Hambantota,27.63,83.2,1.02,23.31
2020,48,Jaffna,27.67,79.76,15.21,18.13
2020,48,Kalmunai,27.13,82.77,10.14,17.47
2020,48,Kalutara,27.2,80.07,17.2,31.83
2020,48,Kandy,22.87,85.77,29.57,10.44
2020,48,Kegalle,26.94,81.1,24.81,13.77
2020,48,Kilinochchi,26.7,85.93,77.66,23.96
2020,48,Kurunegala,27.24,81.1,23.82,13.77
2020,48,Mannar,27.4,81.67,3.27,31.81
2020,48,Matale,24.81,84.34,25.99,11.79
2020,48,Matara,27.36,83.9,5.67,24.09
2020,48,Monaragala,23.43,84.41,50.73,12.03
2020,48,Mullaitivu,26.6,85.53,30.8,22.11
2020,48,Nuwara Eliya,18.94,85.26,6.5,14.46
2020,48,Polonnaruwa,26.53,83.83,31.81,13.57
2020,48,Puttalam,27.49,81.77,25.6,21.26
2020,48,Ratnapura,24.79,83.56,27.74,35.49
2020,48,Trincomalee,26.74,84.16,80.3,20.21
2020,48,Vavuniya,26.34,86.16,28.65,14.89
2020,49,Ampara,26.33,86.87,61.02,12.8
2020,49,Anuradhapura,25.21,90.06,114.92,18.83
2020,49,Badulla,21.93,86.3,14.52,10.03
2020,49,Batticaloa,26.79,85.94,102.4,23.29
2020,49,Colombo,26.96,82.11,107.66,23.14
2020,49,Galle,26.3,81.17,53.79,49.77
2020,49,Gampaha,26.86,83.17,86.41,20.26
2020,49,Hambantota,27.21,84.93,1.7,21.83
2020,49,Jaffna,26.96,82.11,107.66,23.14
2020,49,Kalmunai,26.61,85.84,92.2,18.41
2020,49,Kalutara,26.19,81.76,96.62,42.17
2020,49,Kandy,22.26,90.09,62.55,12.03
2020,49,Kegalle,26.17,84.51,140.89,14.43
2020,49,Kilinochchi,25.94,89.66,433.47,24.01
2020,49,Kurunegala,26.41,84.9,186.42,15.04
2020,49,Mannar,26.26,87.2,251.72,35.93
2020,49,Matale,24,89.34,74.89,13.99
2020,49,Matara,27.07,84.21,43.05,23.74
2020,49,Monaragala,23.34,85.76,23.01,11.44
2020,49,Mullaitivu,25.8,88.63,143.7,23.67
2020,49,Nuwara Eliya,18.47,89.33,68.29,17.33
2020,49,Polonnaruwa,25.66,88.06,113.8,17.64
2020,49,Puttalam,26.39,86.69,114.6,25.79
2020,49,Ratnapura,24.07,85.07,51.06,49.26
2020,49,Trincomalee,26.1,87.49,225.9,24.7
2020,49,Vavuniya,25.33,91.06,160.85,19.39
2020,50,Ampara,25.87,80.93,14.6,15.34
2020,50,Anuradhapura,25.46,83.33,9.08,12.86
2020,50,Badulla,20.99,84.86,3.93,9.44
2020,50,Batticaloa,26.67,78.5,25.8,17.54
2020,50,Colombo,27.23,76.59,25.11,18.81
2020,50,Galle,26.5,79.97,31.82,37.13
2020,50,Gampaha,27.01,77.74,26.76,16.5
2020,50,Hambantota,26.8,83.67,34.8,18.67
2020,50,Jaffna,27.23,76.59,25.11,18.81
2020,50,Kalmunai,26.37,79.2,19.86,17.26
2020,50,Kalutara,26.87,75.81,33.39,33.01
2020,50,Kandy,22.29,84.23,1.25,9.21
2020,50,Kegalle,26.26,78.6,28.09,16.66
2020,50,Kilinochchi,26.46,80.04,6.7,19.94
2020,50,Kurunegala,26.6,78.09,24.31,16.69
2020,50,Mannar,26.7,79.19,1.82,24.73
2020,50,Matale,24.54,80.54,0.55,9.89
2020,50,Matara,26.81,85.94,53.22,17.51
2020,50,Monaragala,22.64,81.73,3.8,11.16
2020,50,Mullaitivu,26.34,78.46,11.4,17.33
2020,50,Nuwara Eliya,18.23,85.14,8.59,11.36
2020,50,Polonnaruwa,25.63,82.9,11.84,12.2
2020,50,Puttalam,26.69,80.56,6.1,19.03
2020,50,Ratnapura,24.71,81.46,64.59,34.76
2020,50,Trincomalee,26.46,77.76,22,16.99
2020,50,Vavuniya,25.47,84.19,10.5,13.64
2020,51,Ampara,25.49,87.34,208.62,12.36
2020,51,Anuradhapura,25.04,89.63,34.21,12.5
2020,51,Badulla,20.77,89.31,89.92,9.64
2020,51,Batticaloa,25.96,87.13,212.7,18.14
2020,51,Colombo,26.79,82.11,40.96,18.87
2020,51,Galle,26.56,81.76,67.37,42.8
2020,51,Gampaha,26.43,83.87,46.6,17.16
2020,51,Hambantota,26.24,87.11,15.72,32.31
2020,51,Jaffna,26.79,82.11,40.96,18.87
2020,51,Kalmunai,25.74,87.13,231.45,15.44
2020,51,Kalutara,26.86,82.06,51.11,35.04
2020,51,Kandy,21.9,89.46,72.63,8.21
2020,51,Kegalle,25.69,84.89,87.02,16.99
2020,51,Kilinochchi,25.97,85.79,122.18,23.23
2020,51,Kurunegala,25.94,84.94,87.84,16.99
2020,51,Mannar,26.1,84.04,31.23,30.16
2020,51,Matale,23.93,87.74,68.96,9.36
2020,51,Matara,25.96,87.01,61.59,36.69
2020,51,Monaragala,22.34,86.53,112.8,11.93
2020,51,Mullaitivu,25.67,86.96,59,20.84
2020,51,Nuwara Eliya,18.01,89.31,74.09,14.41
2020,51,Polonnaruwa,25.13,89.79,105.87,11.21
2020,51,Puttalam,26.07,86.04,8.3,20.36
2020,51,Ratnapura,24.86,85.83,31.39,40.47
2020,51,Trincomalee,25.7,88.29,96.8,19.14
2020,51,Vavuniya,25.29,89.53,65.2,13.16
2020,52,Ampara,24.99,89.59,278.91,15.53
2020,52,Anuradhapura,24.61,90.43,77.75,13.49
2020,52,Badulla,20.61,91.91,74.96,9.94
2020,52,Batticaloa,25.64,88,398.5,22.1
2020,52,Colombo,26.37,81.7,151.74,20.71
2020,52,Galle,26.46,84.33,10.28,20.54
2020,52,Gampaha,26.2,82.47,60.02,20.71
2020,52,Hambantota,26.07,86.41,14.21,22.61
2020,52,Jaffna,26.37,81.7,151.74,20.71
2020,52,Kalmunai,25.4,88.17,340.3,19.4
2020,52,Kalutara,26.37,82.04,111.21,20.71
2020,52,Kandy,21.74,91.53,26.42,8.41
2020,52,Kegalle,25.47,83.84,56.34,20.71
2020,52,Kilinochchi,25.89,82.86,45.48,24.53
2020,52,Kurunegala,25.69,83.8,24.93,20.97
2020,52,Mannar,25.97,82,35.44,32.14
2020,52,Matale,23.73,89.27,27.49,12.09
2020,52,Matara,25.94,87.2,15.13,23.6
2020,52,Monaragala,22.07,89.51,72.09,13.33
2020,52,Mullaitivu,25.54,85.24,88.7,21.56
2020,52,Nuwara Eliya,18.19,91.11,26.35,13.17
2020,52,Polonnaruwa,24.71,90.5,168.5,12.14
2020,52,Puttalam,25.67,86.17,42.81,22.59
2020,52,Ratnapura,24.34,88.39,146.77,12.51
2020,52,Trincomalee,25.47,87.93,190.5,21.49
2020,52,Vavuniya,24.93,89.46,97.46,14.23
2020,53,Ampara,25.45,88.88,93.42,13.15
2020,53,Anuradhapura,25.45,87.5,12.02,15.02
2020,53,Badulla,20.9,89.72,86.42,10.6
2020,53,Batticaloa,26.18,87.35,65.8,17.9
2020,53,Colombo,26.48,84.75,213.85,14.6
2020,53,Galle,26.3,83.25,26.39,16.9
2020,53,Gampaha,26.32,85.25,125.81,13.9
2020,53,Hambantota,25.85,90.25,46.62,33.57
2020,53,Jaffna,26.48,84.75,213.85,14.6
2020,53,Kalmunai,25.82,87.95,82.46,16
2020,53,Kalutara,26.38,85.32,203.56,13.9
2020,53,Kandy,22.22,88.65,36.58,10.18
2020,53,Kegalle,25.72,85.02,68.14,13.9
2020,53,Kilinochchi,26.08,86.72,67.19,23.2
2020,53,Kurunegala,26.08,84.65,48.41,13.9
2020,53,Mannar,26.12,85.85,38,29.15
2020,53,Matale,24.4,85.58,35.72,11.58
2020,53,Matara,25.92,88.15,61.7,32.7
2020,53,Monaragala,22.32,88.05,89.12,13.08
2020,53,Mullaitivu,26.1,85.88,67.6,21.05
2020,53,Nuwara Eliya,18.32,88.3,71.19,13.3
2020,53,Polonnaruwa,25.48,88.48,42.22,13.5
2020,53,Puttalam,26.35,85,8.8,20.6
2020,53,Ratnapura,24.28,87.62,16.91,7.3
2020,53,Trincomalee,26.2,85.62,23.1,20.15
2020,53,Vavuniya,25.85,86.62,70.68,14.48
2021,1,Ampara,25.6,90,162.64,11.13
2021,1,Anuradhapura,25.37,90.73,95.69,10.23
2021,1,Badulla,21.07,91.64,55.57,7.4
2021,1,Batticaloa,26.3,87.04,191.5,15.16
2021,1,Colombo,26.47,86.23,97.65,15.1
2021,1,Galle,25.89,85.93,59.76,26.94
2021,1,Gampaha,26.33,86.71,89.47,15.1
2021,1,Hambantota,25.84,92.67,11.41,16.21
2021,1,Jaffna,26.47,86.23,97.65,15.1
2021,1,Kalmunai,26,87.69,193.3,13.31
2021,1,Kalutara,26.46,86.37,93.57,16.83
2021,1,Kandy,22.23,91.21,96.13,6.93
2021,1,Kegalle,25.67,87.44,140.51,15.1
2021,1,Kilinochchi,26.11,88.53,153.96,20.01
2021,1,Kurunegala,26.56,84.28,186.88,18.4
2021,1,Mannar,26.23,87.09,80.75,24.13
2021,1,Matale,24.13,90.11,98.41,7.27
2021,1,Matara,25.69,91.67,57.47,25.2
2021,1,Monaragala,22.43,90.53,70.28,9.27
2021,1,Mullaitivu,25.84,88.91,178.7,18.36
2021,1,Nuwara Eliya,18.47,92.2,27.59,13.66
2021,1,Polonnaruwa,25.49,90.61,125.72,10.46
2021,1,Puttalam,26.21,87.79,38.71,16.77
2021,1,Ratnapura,24.31,89.67,20.45,9.14
2021,1,Trincomalee,25.97,88.51,92.8,16.66
2021,1,Vavuniya,25.49,90.64,200.81,11.46
2021,2,Ampara,25.21,89.86,159.07,14.89
2021,2,Anuradhapura,25.09,89.19,38.38,14.87
2021,2,Badulla,20.73,92.84,18.19,9.71
2021,2,Batticaloa,25.94,87.69,242,21.11
2021,2,Colombo,26.27,85.8,63.09,16.71
2021,2,Galle,26.1,86.01,142.98,24.89
2021,2,Gampaha,26.13,86.19,46.95,16.14
2021,2,Hambantota,25.23,93.3,75.31,37.84
2021,2,Jaffna,26.27,85.8,63.09,16.71
2021,2,Kalmunai,25.64,88.33,197.03,18.21
2021,2,Kalutara,26.26,86.16,78.08,19.47
2021,2,Kandy,22,91.56,9.79,8.01
2021,2,Kegalle,25.53,86.43,44.75,16.07
2021,2,Kilinochchi,25.99,85.81,106.53,22.9
2021,2,Kurunegala,26.89,84.51,38.49,18.02
2021,2,Mannar,26.11,85.14,114.9,30.24
2021,2,Matale,24.01,89.29,10.89,9.71
2021,2,Matara,25.43,92.89,177.63,24.69
2021,2,Monaragala,22.09,91.27,32.22,10.34
2021,2,Mullaitivu,25.81,86.44,41.3,20.47
2021,2,Nuwara Eliya,18.23,93.23,25.92,12.26
2021,2,Polonnaruwa,25.17,89.67,85.7,13.59
2021,2,Puttalam,26.2,85.71,31.5,21.07
2021,2,Ratnapura,24.04,89.47,116.41,11.57
2021,2,Trincomalee,25.87,87.23,94.9,21.39
2021,2,Vavuniya,25.31,89.33,50.93,15.69
2021,3,Ampara,26.14,81.34,6.74,15.13
2021,3,Anuradhapura,25.86,80.97,1.31,12.9
2021,3,Badulla,21.24,84.76,10.65,12.87
2021,3,Batticaloa,26.66,79.63,28.6,19.19
2021,3,Colombo,27.4,76.81,7.76,15.57
2021,3,Galle,26.67,82.49,8.71,17.17
2021,3,Gampaha,27.14,76.8,3.23,15.06
2021,3,Hambantota,26.44,85.1,4.7,24.59
2021,3,Jaffna,27.4,76.81,7.76,15.57
2021,3,Kalmunai,26.4,80.21,5.14,17.39
2021,3,Kalutara,27.34,76.94,5.84,15.6
2021,3,Kandy,22.71,84.04,2.55,8.47
2021,3,Kegalle,26.49,77.06,3.08,15.09
2021,3,Kilinochchi,26.5,79.24,7.93,17.6
2021,3,Kurunegala,26.84,75.79,0.95,16.92
2021,3,Mannar,26.56,78.6,16.93,26.94
2021,3,Matale,24.89,80.36,3.5,9.83
2021,3,Matara,26.6,86.37,7.1,18.56
2021,3,Monaragala,22.79,83.04,12.99,13.2
2021,3,Mullaitivu,26.44,77.9,2.5,16.31
2021,3,Nuwara Eliya,18.59,84.29,8.05,9.79
2021,3,Polonnaruwa,25.9,82.23,5.3,11.37
2021,3,Puttalam,26.8,78.11,0.5,20.07
2021,3,Ratnapura,25.16,83.74,25.47,9.59
2021,3,Trincomalee,26.36,78.96,8.9,17.27
2021,3,Vavuniya,25.87,81.36,2.09,12.9
2021,4,Ampara,25.54,81.81,98.88,18.1
2021,4,Anuradhapura,24.99,83.93,26.18,14.49
2021,4,Badulla,20.5,85.3,16.53,11.31
2021,4,Batticaloa,26.17,80.16,166.9,21.96
2021,4,Colombo,26.9,75.53,43.51,21.19
2021,4,Galle,26.63,79.93,26.52,18.7
2021,4,Gampaha,26.73,75.79,33.61,20.37
2021,4,Hambantota,25.96,81.11,3.1,46.39
2021,4,Jaffna,26.9,75.53,43.51,21.19
2021,4,Kalmunai,25.89,80.69,131.37,20.46
2021,4,Kalutara,26.79,76.07,47.44,20.37
2021,4,Kandy,21.6,86.36,21.5,9.87
2021,4,Kegalle,25.97,76.44,30.14,20.37
2021,4,Kilinochchi,26.3,77.79,8.23,23.63
2021,4,Kurunegala,26.76,78.71,22.03,18.51
2021,4,Mannar,26.41,76.76,3.9,29.41
2021,4,Matale,23.89,82.11,16.85,13.27
2021,4,Matara,25.7,82.51,21.85,49.03
2021,4,Monaragala,22.19,82,21.57,15.9
2021,4,Mullaitivu,25.97,78.89,31.1,21.29
2021,4,Nuwara Eliya,17.93,83.31,15.25,17.81
2021,4,Polonnaruwa,25.13,84.06,55.32,12.7
2021,4,Puttalam,26.03,79.89,40.9,21.64
2021,4,Ratnapura,24.09,84.37,46.16,9.23
2021,4,Trincomalee,26.11,79.57,27,20.77
2021,4,Vavuniya,25.29,83.39,32.02,15.41
2021,5,Ampara,25.39,85.59,129.41,18.4
2021,5,Anuradhapura,25.34,82.29,7.91,17.86
2021,5,Badulla,20.19,90.41,62.14,13.67
2021,5,Batticaloa,26.43,82.17,50,24.51
2021,5,Colombo,27.59,72.4,1.62,24.61
2021,5,Galle,26.7,83.44,21.71,27.56
2021,5,Gampaha,27.46,73.03,3.05,24.61
2021,5,Hambantota,25.99,83.87,1.51,46.03
2021,5,Jaffna,27.59,72.4,1.62,24.61
2021,5,Kalmunai,26.01,83.6,100.66,22.21
2021,5,Kalutara,27.54,73.17,7.91,24.61
2021,5,Kandy,21.67,87.94,8.8,11.5
2021,5,Kegalle,26.63,74.29,6.28,24.61
2021,5,Kilinochchi,26.17,76.76,10.52,24.2
2021,5,Kurunegala,27.11,73.44,3.48,21.44
2021,5,Mannar,26.39,75.24,7.4,32.09
2021,5,Matale,24.19,82.7,9.25,15.99
2021,5,Matara,25.74,84.37,9.67,43.96
2021,5,Monaragala,22.01,86.37,83.39,18.81
2021,5,Mullaitivu,26.03,77.66,4.7,22.1
2021,5,Nuwara Eliya,17.84,88.67,12.75,18.94
2021,5,Polonnaruwa,25.41,83.63,14.08,15.57
2021,5,Puttalam,26.33,78.34,2.5,24.69
2021,5,Ratnapura,24.47,85.34,42.23,8.8
2021,5,Trincomalee,26.3,79,8.4,23.86
2021,5,Vavuniya,25.47,81.51,3.91,17.19
2021,6,Ampara,25.64,78.41,11.95,18.73
2021,6,Anuradhapura,24.87,77.46,0.1,13.97
2021,6,Badulla,20.77,85.11,5.12,8.37
2021,6,Batticaloa,26.37,75.09,18.2,22.67
2021,6,Colombo,27.33,67.76,0,25.3
2021,6,Galle,26.71,79.03,0.2,23.71
2021,6,Gampaha,27.46,66.69,0,22.24
2021,6,Hambantota,26.64,75.47,0.3,24.8
2021,6,Jaffna,27.33,67.76,0,25.3
2021,6,Kalmunai,26,76.74,17.82,21.64
2021,6,Kalutara,27.13,71.73,0,21.81
2021,6,Kandy,21.73,84.06,1.56,8.47
2021,6,Kegalle,26.61,68.24,0.02,21.2
2021,6,Kilinochchi,25.73,72.57,1.3,19.31
2021,6,Kurunegala,26.69,74.57,29.85,21.14
2021,6,Mannar,25.89,70.53,0,27.81
2021,6,Matale,24.63,74.77,0.72,12.64
2021,6,Matara,26.54,80.39,1.2,25.43
2021,6,Monaragala,23.01,78.6,4.79,12.87
2021,6,Mullaitivu,25.7,72.6,1.5,17.64
2021,6,Nuwara Eliya,18.81,84.51,6.84,9.96
2021,6,Polonnaruwa,25.01,79.51,5.82,12.94
2021,6,Puttalam,25.91,73.81,0,22.11
2021,6,Ratnapura,24.56,82.77,7.3,11.07
2021,6,Trincomalee,25.91,73.1,2.5,20.33
2021,6,Vavuniya,24.91,77.74,0.3,14.4
2021,7,Ampara,26.19,81.63,29.83,16.81
2021,7,Anuradhapura,25.83,82.51,4.61,13.16
2021,7,Badulla,21.36,85,75.27,9.81
2021,7,Batticaloa,26.61,80.94,20.6,18.97
2021,7,Colombo,27.57,77.64,48.79,16.27
2021,7,Galle,26.96,80.97,6.11,16.91
2021,7,Gampaha,27.7,75.97,32.24,13.34
2021,7,Hambantota,27.01,79.54,2.2,33.63
2021,7,Jaffna,27.57,77.64,48.79,16.27
2021,7,Kalmunai,26.37,81.33,25.38,18.07
2021,7,Kalutara,27.2,79.84,64.48,14.79
2021,7,Kandy,22.56,82.74,9.74,9.86
2021,7,Kegalle,27.11,74.99,24.15,12.89
2021,7,Kilinochchi,26.07,81.94,12.05,19.34
2021,7,Kurunegala,27.18,76.08,122.47,16.81
2021,7,Mannar,26.39,80.03,13.4,28.6
2021,7,Matale,25.64,75.67,8.29,12.1
2021,7,Matara,26.66,81.59,5.53,32.34
2021,7,Monaragala,23.54,79.64,107.02,12.44
2021,7,Mullaitivu,25.97,81.69,16,17.33
2021,7,Nuwara Eliya,19.09,83.07,112.18,12.13
2021,7,Polonnaruwa,25.83,84.36,5.24,11.73
2021,7,Puttalam,26.81,79.49,3.7,20.23
2021,7,Ratnapura,24.66,83.87,43.07,7.11
2021,7,Trincomalee,26.17,81.53,13.4,17.23
2021,7,Vavuniya,25.79,83.69,7.93,13.1
2021,8,Ampara,26.54,79.3,7.38,14.33
2021,8,Anuradhapura,26.64,76.19,0,10.66
2021,8,Badulla,21.57,79.81,0.52,9
2021,8,Batticaloa,27.17,77.59,2,16.31
2021,8,Colombo,27.84,75.27,0.01,15.66
2021,8,Galle,27.31,79.69,18.09,13.9
2021,8,Gampaha,27.7,75.13,1.45,15.66
2021,8,Hambantota,27.73,80.54,1.5,19.56
2021,8,Jaffna,27.84,75.27,0.01,15.66
2021,8,Kalmunai,26.93,78.56,4.7,16.81
2021,8,Kalutara,27.84,75.31,1.17,15.66
2021,8,Kandy,23.2,77.81,42.02,8.89
2021,8,Kegalle,27.14,73.2,10.72,15.66
2021,8,Kilinochchi,26.49,77.6,0,15.59
2021,8,Kurunegala,27.64,73.52,3.15,15.79
2021,8,Mannar,26.8,77.11,0.1,23
2021,8,Matale,26.04,70.3,30.87,10.03
2021,8,Matara,27.63,81.4,11.52,14.49
2021,8,Monaragala,23.29,75.94,5.35,12.19
2021,8,Mullaitivu,26.67,75.43,0.3,14.41
2021,8,Nuwara Eliya,18.94,70.87,0.28,13.74
2021,8,Polonnaruwa,26.33,79.8,8.67,10.49
2021,8,Puttalam,27.14,77.31,0,16.69
2021,8,Ratnapura,25.01,81.86,13.9,9.86
2021,8,Trincomalee,26.76,77.34,1,15.54
2021,8,Vavuniya,26.39,77.51,0.1,10.89
2021,9,Ampara,26.54,77.16,21.72,14.49
2021,9,Anuradhapura,26.5,78,17.88,13.59
2021,9,Badulla,20.66,80.49,59.31,11.5
2021,9,Batticaloa,27.47,75.1,15.4,16.46
2021,9,Colombo,27.47,77.51,64.69,15.36
2021,9,Galle,27.11,76.24,3.96,22.53
2021,9,Gampaha,27.27,77.89,68.02,15.47
2021,9,Hambantota,26.9,79.54,41.02,25.37
2021,9,Jaffna,27.47,77.51,64.69,15.36
2021,9,Kalmunai,27.1,75.99,18.11,16.26
2021,9,Kalutara,27.44,77.39,73.22,15.41
2021,9,Kandy,22.57,78.39,27.23,9.83
2021,9,Kegalle,26.67,76.33,73.41,15.36
2021,9,Kilinochchi,27.13,76.3,0.64,18.63
2021,9,Kurunegala,27.48,76.09,67.29,18.38
2021,9,Mannar,27.39,74.53,0.01,26.17
2021,9,Matale,25.61,71.56,23.85,11
2021,9,Matara,27.07,80.47,43.81,17.99
2021,9,Monaragala,22.5,77.33,56.22,14.41
2021,9,Mullaitivu,27.11,75.47,2.1,16.56
2021,9,Nuwara Eliya,18.23,74.77,28.92,13.73
2021,9,Polonnaruwa,26.03,80.9,15.4,12.1
2021,9,Puttalam,27.59,74.37,21.1,19.14
2021,9,Ratnapura,24.5,82.27,71.89,7.19
2021,9,Trincomalee,27.17,75.74,8.1,17.41
2021,9,Vavuniya,26.6,78.29,5.05,13.67
2021,10,Ampara,26.53,83.1,39.02,13.89
2021,10,Anuradhapura,26.84,80.2,21.16,15.26
2021,10,Badulla,21.37,84.76,47.02,11.57
2021,10,Batticaloa,27.51,79.54,10.2,17.29
2021,10,Colombo,27.57,79.07,57.84,18.26
2021,10,Galle,26.94,79.07,30.04,37.37
2021,10,Gampaha,27.51,78.29,61.18,17.71
2021,10,Hambantota,27.04,83.76,44.51,29.99
2021,10,Jaffna,27.57,79.07,57.84,18.26
2021,10,Kalmunai,27.1,80.43,25.54,15.54
2021,10,Kalutara,27.33,79.03,78.82,28.54
2021,10,Kandy,22.97,82.47,6.2,11
2021,10,Kegalle,27.06,76.94,34.79,17.71
2021,10,Kilinochchi,27.67,78.06,17.07,20.16
2021,10,Kurunegala,27.64,79.26,32.98,16.39
2021,10,Mannar,27.74,78.14,54.54,26.39
2021,10,Matale,25.74,76.53,8.12,12.07
2021,10,Matara,27.11,84.24,53.12,27.81
2021,10,Monaragala,23.01,83.13,47.37,15.4
2021,10,Mullaitivu,27.46,78.03,7.4,18.1
2021,10,Nuwara Eliya,18.67,83.17,22.68,21.44
2021,10,Polonnaruwa,26.53,82.31,11,13
2021,10,Puttalam,27.97,75.97,5.9,19.94
2021,10,Ratnapura,24.87,84.16,91.57,26.79
2021,10,Trincomalee,27.47,79.36,6.7,18.16
2021,10,Vavuniya,27.04,80.26,7.05,15.54
2021,11,Ampara,26.69,83.4,54,11.61
2021,11,Anuradhapura,27.33,78.1,2.64,10.96
2021,11,Badulla,21.77,82.91,16.63,12.53
2021,11,Batticaloa,27.51,79.94,57.6,14.83
2021,11,Colombo,27.94,80.41,51.45,12.44
2021,11,Galle,27.11,80.26,47.01,17.03
2021,11,Gampaha,27.79,80.29,43.38,12.59
2021,11,Hambantota,26.93,84.59,6.1,18.47
2021,11,Jaffna,27.94,80.41,51.45,12.44
2021,11,Kalmunai,27.21,80.99,60.65,13.89
2021,11,Kalutara,27.91,80.53,49.2,12.44
2021,11,Kandy,23.33,81.26,6.16,8.81
2021,11,Kegalle,27.34,78.63,43.19,12.5
2021,11,Kilinochchi,27.87,77.47,1.54,16.46
2021,11,Kurunegala,28.24,81.49,72.99,14.59
2021,11,Mannar,27.86,78.47,0.03,22.47
2021,11,Matale,25.91,78.01,14.79,8.44
2021,11,Matara,26.76,85.87,43.2,21.23
2021,11,Monaragala,23.29,81.97,19.45,15
2021,11,Mullaitivu,27.74,77,4.3,14.44
2021,11,Nuwara Eliya,18.97,81.41,4.06,18.47
2021,11,Polonnaruwa,26.97,81.34,14.54,10.23
2021,11,Puttalam,27.93,77.67,44.4,16
2021,11,Ratnapura,25.71,85.23,58.49,6.64
2021,11,Trincomalee,27.59,78.49,2.6,14.61
2021,11,Vavuniya,27.41,79.36,6.39,11.53
2021,12,Ampara,26.69,84.87,71.43,11.44
2021,12,Anuradhapura,27.54,79.33,8.51,12.33
2021,12,Badulla,22,85.97,83.9,13.16
2021,12,Batticaloa,27.5,81.73,28.2,16
2021,12,Colombo,27.6,81.14,101.05,14.61
2021,12,Galle,26.94,82.06,54.17,27.44
2021,12,Gampaha,27.4,81.14,118.26,14.81
2021,12,Hambantota,26.69,87.56,76.01,22.54
2021,12,Jaffna,27.6,81.14,101.05,14.61
2021,12,Kalmunai,27.11,82.51,54.81,13.87
2021,12,Kalutara,27.51,81.29,101.68,14.61
2021,12,Kandy,23.2,84.64,25.57,9.26
2021,12,Kegalle,26.89,80.61,100.34,14.74
2021,12,Kilinochchi,28.53,78.33,3.68,17.14
2021,12,Kurunegala,28.11,82.26,122.14,17.48
2021,12,Mannar,28.41,78.74,11.32,24.53
2021,12,Matale,25.5,82.34,23.7,9.73
2021,12,Matara,26.67,87.49,36.02,21.89
2021,12,Monaragala,23.29,86.21,92.53,16.11
2021,12,Mullaitivu,28.3,78.5,2.6,16.47
2021,12,Nuwara Eliya,19.09,86.66,45.09,19.99
2021,12,Polonnaruwa,27.16,81.8,12.84,11.37
2021,12,Puttalam,28.03,79.73,16.3,15.67
2021,12,Ratnapura,25.66,85.69,105.19,8.66
2021,12,Trincomalee,27.79,80.4,15.9,15.5
2021,12,Vavuniya,28.01,78.94,5.21,11.77
2021,13,Ampara,28.43,80.94,0.16,11.93
2021,13,Anuradhapura,28.86,72.66,2.3,17.8
2021,13,Badulla,23.4,71.59,2.59,8.16
2021,13,Batticaloa,28.67,81.26,0,17.23
2021,13,Colombo,29.29,77.37,3.04,19.23
2021,13,Galle,27.94,78.71,3.82,39.96
2021,13,Gampaha,28.94,78.13,4.96,18.69
2021,13,Hambantota,28.41,80.81,21.4,24.49
2021,13,Jaffna,29.29,77.37,3.04,19.23
2021,13,Kalmunai,28.54,82,0.1,15.86
2021,13,Kalutara,29.21,77.36,6,21.13
2021,13,Kandy,24.11,78.24,25.42,8.4
2021,13,Kegalle,28.31,76.63,13.2,18.49
2021,13,Kilinochchi,29.67,74.37,2.35,22.56
2021,13,Kurunegala,28.47,79.54,119.77,19.06
2021,13,Mannar,28.89,81.01,0.53,37.09
2021,13,Matale,26.41,75.73,19.68,13.47
2021,13,Matara,28.57,82,20.3,21.54
2021,13,Monaragala,24.6,74.83,6.24,9.89
2021,13,Mullaitivu,29.51,73.13,5,19.86
2021,13,Nuwara Eliya,19.96,74.06,13.01,12.11
2021,13,Polonnaruwa,28.74,73.43,6.34,15.31
2021,13,Puttalam,28.96,78.89,0.2,22.33
2021,13,Ratnapura,26.76,81.06,23,14.77
2021,13,Trincomalee,29.14,74.34,0,18.93
2021,13,Vavuniya,29.44,72.49,5.3,16.71
2021,14,Ampara,28.06,78.46,9.03,10.54
2021,14,Anuradhapura,28.07,76.26,55.15,8.39
2021,14,Badulla,22.39,82.99,51.91,10.83
2021,14,Batticaloa,28.4,78.33,3.8,14.56
2021,14,Colombo,28.61,77.97,63.44,13.51
2021,14,Galle,27.16,78.37,7.85,25.73
2021,14,Gampaha,28.43,78.39,58.39,13.77
2021,14,Hambantota,27.91,83.63,2.01,15.71
2021,14,Jaffna,28.61,77.97,63.44,13.51
2021,14,Kalmunai,28.16,78.9,5.1,13.69
